"rating_vehicle_number";"rating_driveability";"rating_speed";"rating_vehicle_cleanliness";"rating_comment";"create_time"
"548";"1";"0";"0";"jei kalbame apie zmoniu sauguma tai vartuoti gali bet kas  netgi dviraciu mokantis";"2014-10-21 09:16:04"
"982";"5";"5";"5";"";"2014-10-21 09:14:21"
"794";"5";"5";"5";"puikus vairuotojas, mandagus, jauciantis transporto priemone, svelniai sustojantis.";"2014-10-21 08:56:53"
"197";"5";"5";"5";"";"2014-10-21 08:48:25"
"2613";"0";"1";"1";"Vairuotojas pastoviao staigiai stabdo, vos ant kojų išsilaikom.";"2014-10-21 08:47:45"
"543";"2";"1";"3";"Vėlavo ilga laika, lenktyniavo su 597 autobusu ir vaziavo toli grazu tikrai nesaugiai.";"2014-10-21 08:41:58"
"510";"3";"1";"2";"autobusas velavo 11min";"2014-10-21 08:40:15"
"846";"5";"5";"5";"tvankus oras, lyg dalis ismetamuju duju keliautu i salona";"2014-10-21 08:31:45"
"505";"4";"4";"3";"net neisleidus keleiviu uzdare duris. neisleido islipti keleiviams st. Sajudzio kelias. kuo toliau, tuo su viesuoju baisiau vazinet nes nezinia kur leis islipt kur ne";"2014-10-21 08:19:53"
"505";"4";"4";"3";"prikaitinta tiek, kad neimanoma kviepuoti, nes nera ko. matyt saikingumo jausmas nerastas tarp silta ir pirties salygu";"2014-10-21 08:16:44"
"483";"3";"1";"2";"stoteleje aplenke iš galo vaziuojantis kitas 2g autobusas";"2014-10-21 08:15:41"
"845";"4";"4";"3";"";"2014-10-21 07:55:47"
"709";"3";"1";"2";"vėlavo 10 min.";"2014-10-21 07:47:29"
"1615";"5";"3";"4";"letas vos vazioja";"2014-10-21 06:37:29"
"150";"3";"3";"5";"meteorite turo GUD150. 22.32, paskutinis reisas. Atvažiavo 2 min anksčiau, nesustojo prieš raudoną šviesą, nepraleidžia pėsčiųjų, liakia kaip akys isdegęs";"2014-10-20 23:41:44"
"773";"5";"5";"5";"";"2014-10-20 23:24:07"
"917";"0";"3";"0";"23:06 dariau ir gireno st 3G neatvyko!!!";"2014-10-20 23:20:08"
"2717";"5";"5";"5";"maladec vairuotojas, ramiai palauke kol is galo vaziuojantis troleibusas iveiks sankryza ir palauke visu keleiviu! Kad visi tokie malonus jie butu! Skatinti tokius maladec vairuotojus reikia! ;)";"2014-10-20 21:25:08"
"798";"5";"3";"4";"velavo 2   min";"2014-10-20 21:23:48"
"1657";"5";"4";"3";"langai aprasoje nieko nesimato kur vazioji, pavelavo 1min";"2014-10-20 20:55:30"
"1615";"4";"5";"3";"langai slapi aprasone nesimato kur vazioji.";"2014-10-20 20:29:05"
"782";"1";"3";"3";"vairuotojas vairuodamas kalba telefonu ir labai staigiai stabdo";"2014-10-20 19:56:51"
"1127";"3";"1";"2";"";"2014-10-20 18:53:32"
"510";"1";"1";"3";"Autobusas veluoja pradeti marsruta, o vaziuodamas bando nesaugiu vairavimu vytis laika. Toks elgesys keleiviams kelia gresme";"2014-10-20 18:33:49"
"1664";"4";"3";"3";"";"2014-10-20 18:22:38"
"2613";"5";"5";"1";"";"2014-10-20 17:58:17"
"920";"3";"1";"5";"veluoja daugiau nei 20 min.";"2014-10-20 17:54:20"
"973";"5";"5";"4";"Nepaisant kamsciu ir piko valandos, vairuotojas sekmingai ju isvenge.";"2014-10-20 17:49:06"
"2472";"5";"1";"4";"per senamiesti labai tragiskai vaziavo, bet pasitaise ir nuo zveryno vaziavo geriau";"2014-10-20 17:36:51"
"500";"1";"0";"0";"veža kaip malkas, vos tik įlipus neįmanoma saugiai pažymėti bilieto";"2014-10-20 17:23:54"
"2472";"1";"1";"4";"Agresyvus vairuotojas, atvaziavo pavelaves, greitai ir nesaugiai vaziuoja, keikiasi ir veza kaip malkas";"2014-10-20 17:17:21"
"190";"4";"5";"3";"Autobusas atvyko net pora minuciu anksciau. Tie kas atvyks i stotele tvarkarastyje numatytu laiku, nepateks i autobusa. Reiks laukt kito autobuso kuris bus po valandos.";"2014-10-20 16:13:52"
"865";"0";"3";"2";"Didesni autika pasiuskit nes cia trumpam bobules spaudziasi ir sukauja";"2014-10-20 16:08:49"
"156";"5";"5";"4";"Labai maloni vairuotoja. Sietyno st. mums mojavo.";"2014-10-20 13:48:12"
"2686";"5";"4";"3";"Labai gera garso kokybė.";"2014-10-20 13:23:40"
"1702";"3";"3";"4";"viskas gerai, bet vairuotoja vežusi į žirmūnus, 13:00 visą mano kelionę praplepėjo laisvų rankų įranga, viskas būtų gerai, bet ji apie savo odos problemas galėtų ir tyliau kalbėti, nes keliaiviams neįdomu, ką ji su Aldona praeitą savaitę veikė.";"2014-10-20 13:00:59"
"2669";"5";"4";"5";"puiki vaituotoja, rūpinasi jog keleiviai atvyktų laiku.";"2014-10-20 12:35:43"
"1565";"5";"5";"5";"";"2014-10-20 10:46:45"
"878";"5";"5";"4";"";"2014-10-20 10:45:19"
"496";"5";"5";"4";"";"2014-10-20 10:42:19"
"1547";"5";"5";"5";"";"2014-10-20 10:35:46"
"828";"4";"5";"4";"";"2014-10-20 10:34:47"
"969";"5";"1";"5";"velavo 10 min";"2014-10-20 08:54:20"
"863";"2";"5";"3";"Autobusas susidėvėjęs. Vietoje anksčiau buvusio mygtuko deš. pusėje antroje eilėje nuo galinių durų kyšo laidai. Ar tai saugu? Vairuotojas nesistengė išvengti duobės ir šaligatviu važiavusį dviratininką perliejo balos vandeniu. Tobulėti yra kur...";"2014-10-20 08:36:42"
"1468";"0";"1";"0";"Velavo ( arba nebuvo) 2 troleibusas 10 min.";"2014-10-20 08:29:01"
"2685";"5";"5";"5";"Vairuotojas neturi vienkartiniu bilietu.";"2014-10-20 08:18:27"
"111";"5";"5";"5";"";"2014-10-20 07:13:40"
"060";"5";"5";"4";"";"2014-10-20 06:50:38"
"079";"5";"5";"5";"programėlė m.ticket.lt veikia netvarkingai. bandau jau daugiau kaip 10 kartų įsigyti bilietus, bet pastoviai rašo HTTP SERVICE ERROR 503";"2014-10-20 06:30:21"
"790";"5";"2";"5";"Vėlavo pagal grafiką 5 min ir švieslentėje nerode, kad iš vis atvažiuoja.";"2014-10-19 22:51:07"
"952";"5";"5";"5";"good";"2014-10-19 03:42:15"
"2053630412";"0";"5";"5";"";"2014-10-18 22:04:54"
"2536";"1";"4";"3";"Neisjunginekit sviesu viduje! Aciu.";"2014-10-18 21:51:24"
"950";"5";"5";"5";"Viskas puiku, autobuse šilta, važiuoja tvarkingai.";"2014-10-18 20:38:25"
"514";"4";"4";"2";"Autobuse labai šalta, neįjungtas šildymas. 2G maršrutas, spalio 18, 20:37.";"2014-10-18 20:37:24"
"1534";"5";"5";"5";"labai faina kai ijungia sildyma!!! nors ir seni troleibusai bet sildymas veikia. labai saunu!";"2014-10-18 19:16:14"
"1534";"5";"5";"5";"Šaunus vairuotuojas. ""Nesivelka"" kaip kiti vairuotojai. Daugiau tokių!";"2014-10-18 19:10:22"
"482";"4";"5";"2";"";"2014-10-18 16:29:48"
"720";"4";"5";"5";"Vairuotojo replikos ""dar smulkiau negalėjai?"" perkant bilietėlį kelionės smagesnės nepadaro.";"2014-10-18 13:35:38"
"777";"1";"0";"0";"2014 10 17 velavo 10 min. 6g - marsrutas, pavelavau i sekanti autobusa, teko laukt 30 min.";"2014-10-18 12:36:30"
"761";"5";"3";"5";"";"2014-10-18 11:06:15"
"2665";"5";"5";"5";"smagi kelione. palauke stoteleje, kol begau i troleibusam aciu";"2014-10-18 10:46:38"
"2621";"5";"5";"5";"šilta, gera, saugu. ačiū";"2014-10-18 09:32:12"
"949";"5";"3";"5";"Nestoja tusciose stotelese";"2014-10-18 09:15:49"
"2482";"5";"5";"1";"Irankių dėžė palikta ant sėdynių, langai neužsidaro. Transporte per šalta ir nesijaučia įjungto šildymo.";"2014-10-18 05:44:03"
"955";"5";"5";"5";"Labai puikus vairuotojas, palaukė bėgančių žmonių, važiuodamas paskutinį reisą!";"2014-10-17 22:59:45"
"1117";"1";"3";"5";"nemoka bendraut. saukia ant bilietu pirkeju. neturi grazos.";"2014-10-17 20:22:11"
"828";"5";"5";"4";"Buvo labai malonu važiuoti.";"2014-10-17 19:47:43"
"759";"3";"4";"4";"vaziuoja greitai, daro staigius posukius, pajuda is stoteles dar nespejus uzsidaryt durims, atrodo pavojinga";"2014-10-17 19:01:29"
"935";"1";"1";"1";"Nesustojo stotelėje, nors laukiau apie 15min per jį susalau, nors ir tuksenau per langą, vairuotojas mane matė, bet Nesustojo.";"2014-10-17 18:44:44"
"029";"1";"4";"5";"Ne dragas, saugiau galima butu..";"2014-10-17 18:40:02"
"972";"5";"4";"5";"";"2014-10-17 17:16:05"
"755";"1";"4";"4";"Laksto kaip padegtas,  stabdo paskutinę sekundę ir kelia pavojų keleiviams";"2014-10-17 17:13:57"
"964";"5";"5";"5";"puikus muzikos pasirinkimas. daugiau tokiu vairuotoju!";"2014-10-17 17:11:39"
"1624";"1";"2";"5";"";"2014-10-17 17:04:40"
"759";"1";"3";"3";"";"2014-10-17 16:13:23"
"1558";"1";"5";"5";"nekantrus vairuotojas. signalizuoja be reikalo. rasau ne kaip keleivis, o kaip eismo dalyvis";"2014-10-17 15:49:10"
"10";"5";"5";"1";"";"2014-10-17 14:49:35"
"1585";"5";"5";"5";"";"2014-10-17 14:08:44"
"1547";"5";"5";"1";"visiškas sukleręs transportas.";"2014-10-17 13:55:15"
"895";"5";"5";"4";"";"2014-10-17 13:47:58"
"1618";"4";"5";"3";"labai purvinos sedynes.
keisras pokytis: nors nei priekyje, nei gale nera kitu autobusu ar troleibusu, toleibusas stoja paciam paciam stoteles priekyje kai autobusu stoteles zenklas lieka uz troleibuso.... blogai";"2014-10-17 12:07:01"
"951";"5";"5";"5";"";"2014-10-17 11:48:28"
"370";"2";"1";"3";"";"2014-10-17 09:54:51"
"590";"5";"3";"4";"Atvaziavo 08:38 nors turejo atvaziuoti 08:27.";"2014-10-17 08:39:53"
"800";"5";"1";"4";"autobusas vėluoja 5 min";"2014-10-17 08:20:16"
"1655";"2";"3";"1";"baisus.";"2014-10-17 08:12:45"
"807";"4";"5";"2";"";"2014-10-17 07:42:29"
"782";"4";"4";"5";"Vairuotojas nesugeba priartėti prie 60 autobuso, kad būtų galima persėsti, išvengiant ėjimo iki tikslo per laukus.";"2014-10-17 07:37:05"
"855";"4";"5";"2";"";"2014-10-17 07:35:18"
"970";"5";"5";"1";"Smirda sudais";"2014-10-17 06:57:17"
"722";"4";"3";"4";"Vairuotojui būtų neprošal pasimokyt etikos. Suprantama, kad visiems būna ""šiandien ne mano diena"".";"2014-10-16 22:17:16"
"805";"3";"1";"1";"Labai pavelavo";"2014-10-16 22:03:51"
"824";"5";"5";"4";"išlaužtos prieš paskutinės sėdynės.";"2014-10-16 21:53:45"
"776";"5";"5";"5";"";"2014-10-16 20:47:37"
"1117";"1";"2";"1";"Vairuotojas vairavo agresyviai, nemandagiai sauke ant keleiviu norinciu isigyti bilieteli, jog neturi grazos.";"2014-10-16 20:36:47"
"751";"5";"4";"4";"";"2014-10-16 18:46:14"
"1709";"4";"4";"5";"Kryptimi Stotis - Saulėtekis 16:35 Petro ir Povilo bažyčios st. 2 maršruto vairuotojas uždarė duris dar nesulipus visiems keleiviams.";"2014-10-16 17:59:37"
"1116";"5";"5";"5";"";"2014-10-16 17:43:18"
"877";"3";"3";"3";"siuo metu gan daug keleiviu. oro salygos - dulksna. tai autobuse tvankoka bei dregna.";"2014-10-16 17:33:43"
"370";"1";"5";"2";"keleiviai ne bulvių maišai kad juos taip vežioti.";"2014-10-16 17:30:45"
"1651";"1";"3";"4";"Vairuotojas ties Karaliaus Mindaugo tiltu pavojingai manevravo: is troleibuso juostos staigiai suko i kita, vos neatsitrenke i automobili ir tada pradejo rekt, keiktis ir rodyt nepadorius gestus. Ar tikrai tokiem zmonem galima patiketi keleiviu sauguma?";"2014-10-16 17:12:07"
"862";"5";"4";"4";"bilietu zymeklyje blogai nustatytas laikrodis. atsilieka 17min";"2014-10-16 17:06:44"
"471";"4";"5";"2";"";"2014-10-16 17:05:53"
"053";"5";"5";"4";"";"2014-10-16 16:11:04"
"774";"3";"1";"2";"Kaip imanoma autobusui viduri dienus veluoti 10 minuciu";"2014-10-16 14:29:57"
"1562";"2";"1";"3";"miega vairuotojas, vos velkasi";"2014-10-16 14:12:58"
"957";"5";"5";"5";"Puikus vairuotojas, kantrus ir paslaugus";"2014-10-16 13:51:03"
"1634";"4";"4";"1";"";"2014-10-16 13:38:36"
"593";"4";"1";"4";"";"2014-10-16 13:37:25"
"883";"1";"4";"3";"vairuotojas kalba telefonu vairuodamas be laisvų rankų įrangos";"2014-10-16 13:26:07"
"1630";"1";"2";"1";"Veza zmones kaip malkas";"2014-10-16 13:13:08"
"199";"4";"2";"3";"";"2014-10-16 12:02:00"
"505";"4";"1";"3";"velavo 9minutes i Zaliuju ezeru stotele nuo santariskiu. ir sildymas galetu taip sildyti kai jau salciai o ne + lauke";"2014-10-16 10:18:13"
"2623";"5";"5";"5";"";"2014-10-16 09:20:54"
"2485";"2";"1";"1";"Vairuotojas nervuotas, visiems mirksi tolimom sviesom, naudoja garsini signala, velavo mazdaug 10min nuo Justiniskiu iki Liubarto tilto jo kompjuteryje rode 12min velavima. Stolese nespeja sustoti, todel pravaziuoja nuo stoteles zenklo 10-15m 

Vaziavau nuo Skalviu st. Iki Liubarto Tiltas st. 

2014.10.16

Nepatiko dar tai kad negalima m.ticket programele uzsakyti ir apmoketi biletuko nes spaudziant ""Apmoketi bileta"" pasirodo uztasas ""Imoku sarasas tuscias.Bandykite veliau"" o vaziuojant ne karta girdejau reklama ir kvietima parsisiusti ir naudotis sia programele.";"2014-10-16 09:15:26"
"1592";"5";"5";"4";"puikiai viskas";"2014-10-16 09:06:41"
"412";"5";"1";"3";"";"2014-10-16 08:44:39"
"58";"1";"1";"1";"AUTOBUSAS 58 IŠ GŪRIŲ Į PERLOJOS STOTELE ATVYKO 
8.09 O PAGAL TVARKARASTU TUREJO BUTI 8.13 PERLOJOS STOTELEJE. DĖL PER ANKSTI VAZIUOJANCIO AUTOBUSO MES Į JĮ NESPĖJOME";"2014-10-16 08:20:56"
"966";"3";"5";"5";"Stabdo labai staiga. Apsiniaukusią paprašius įjungti autobuse šviesą( nes skaityti per tamsu), įjungė 5 minutėms ir vėl išjungė. Nemandagu.";"2014-10-16 08:20:17"
"188";"1";"4";"4";"Vairuotoją galima juokais praminti ""ponas dugnas"", nes važiuoja gazas iki dugno, o tada stabdis iki dugno stiliumi. Nemalonus važiavimas keleiviams.";"2014-10-16 07:51:53"
"972";"5";"5";"5";"Labai geras vairuotojas. galima net nesilaikyti stovint, puikiai važiuoja";"2014-10-16 07:22:46"
"748";"5";"5";"5";"";"2014-10-15 20:42:37"
"532";"1";"3";"3";"stovint kamštyje, kai autobusas nėra išvažiavęs iš stotelės net, galėtų vairuotojas ir įleisti dar žmones į autobusą";"2014-10-15 18:54:48"
"154";"4";"1";"4";"";"2014-10-15 17:58:32"
"193";"5";"5";"5";"";"2014-10-15 17:54:40"
"2472";"1";"1";"0";"";"2014-10-15 17:53:53"
"2512";"1";"1";"1";"";"2014-10-15 17:53:22"
"370";"1";"1";"2";"";"2014-10-15 17:37:30"
"775";"2";"5";"4";"vairuotojas visai be reikalo spardo stabdžius";"2014-10-15 17:34:26"
"1680";"5";"5";"5";"Vairuotojas profas";"2014-10-15 16:55:50"
"519";"1";"1";"2";"Vairuotojas chamas.Važiuoja kaip šūdvabalis,landžioja kitoms transporto priemonėms prieš nosį,taip sukeldamas avarines situacijas";"2014-10-15 16:53:46"
"519";"1";"0";"0";"Pavojingas rikiavimasis is antros juostos i pirma, kai is antros juostos sukama tik i Sopeno gatve";"2014-10-15 16:49:02"
"756";"5";"2";"4";"Atvažiavo į saulėtekio stotelę iš žiedo visomis dviem minutėmis anksčiau, dėl to turėjau išmesti pusę cigaretės. Likau neparūkęs ir dėl to buvau irzlus.";"2014-10-15 13:18:01"
"2003";"1";"0";"0";"Baisu  darosi su savo vaikais ir jų paaiškinimas kad jis man labai reikia pagalbos su tuo metu buvo aptarti ir dar kartą už tai yra tik vienas  naglis mėgsta žaisti žaidimus ir dar pokemonus";"2014-10-15 10:40:53"
"518";"5";"1";"4";"autobusas neatvaziavo numatytu laiku. velavo apie 8-10min. to pasekoje nespesiu i kita persedama autobusa.";"2014-10-15 09:28:50"
"1707";"5";"5";"5";"";"2014-10-15 08:43:19"
"946";"1";"5";"4";"Vairuotojas suspaude keleivi durimis";"2014-10-15 08:32:21"
"919";"5";"5";"5";"Labai puikus vairuotojas - ir palauke kol atbegau ir laiku i darba pristate nors ir kamsciu netruko. Aciu!";"2014-10-15 08:27:55"
"525";"1";"5";"4";"Vairuotojas prie Naujininku stoteles privaziavo dideliu greiciu ir aptaske zmones stovincius stoteleje.";"2014-10-15 08:11:07"
"2121";"2";"3";"3";"";"2014-10-15 07:38:18"
"830";"5";"1";"5";"vėl vėluoja!";"2014-10-15 07:24:44"
"990";"5";"5";"3";"vudinis apsvietimas labai prastas, kazkur nera kontakto";"2014-10-15 06:40:10"
"193";"5";"4";"5";"Paslaugus, malonus ir kulturingas vairuotojas. Turejo isvaziuoti 21:07 is ziedo, taciau 3min velavo. Bendrai kelione tikrai puiki!";"2014-10-14 21:25:09"
"2125";"3";"3";"2";"";"2014-10-14 21:08:21"
"052";"1";"3";"3";"jaučiuosi lyg silkė bačkovežyje...";"2014-10-14 19:05:47"
"401";"4";"3";"4";"Seip vsks ok, bet velavo ir vos neprispaude, bet nk:)";"2014-10-14 18:47:25"
"765";"2";"4";"5";"Vairuotojas labai agresyviai vairuoja (staigiai stabdo, lekia greitai). Matyt veluoja :)";"2014-10-14 18:13:01"
"653";"5";"1";"2";"velavo, dabar as veluoju";"2014-10-14 17:59:33"
"456";"1";"1";"1";"Velavo atvykti 10min";"2014-10-14 17:09:38"
"944";"1";"3";"4";"daug kartų staigiai stabdė ir buvo sunku išlaikyti pussiausvyrą stovint, keli keleiviai nekartą nukrito";"2014-10-14 17:07:28"
"877";"1";"4";"4";"Vairuotojas vairuoja agresyviai, zmonems sudetinga isstoveti ant koju astriu stabdymu metu, kurie siuo atveju yra ne isimtis, o taisykle. Pypsejimas kiekvienoje sankryzoje neturetu buti profesionalaus vairuotojo ypatybe...";"2014-10-14 16:42:48"
"207";"4";"3";"1";"Buvo šalta ir smirdėjo.";"2014-10-14 16:26:28"
"775";"5";"5";"5";"viskas puiku.";"2014-10-14 14:53:34"
"2715";"4";"5";"5";"";"2014-10-14 12:54:16"
"790";"1";"2";"4";"Vairuotojas keliones metu snekejo telefonu. 11:15";"2014-10-14 11:16:19"
"1477";"1";"4";"2";"i stuksenima vairotojai i langeli pirkti bileta, vairuotoja atsisuko ir pasake ""kas yra?"" labai ne mandagi vairuotojos reakcija i stuksenima. 2014.10.14  10:47";"2014-10-14 10:49:18"
"1666";"2";"0";"5";"Vairuotojas vaziuoja specialiai letai pries kiekviena sviesofora, kad uzsidegtu raudonas signalas. Veluoju i darba del jo vaziavimo";"2014-10-14 09:59:01"
"058";"5";"5";"5";"dreba langas prie galiniu duru. sutvarkykite. toks jausmas kad iskris";"2014-10-14 09:24:16"
"2502";"4";"2";"2";"Neveikia paskutinis( autobuso gale) komposteris, iki kitu prasibraut neimanoma";"2014-10-14 08:16:10"
"804";"4";"1";"3";"kiekviena kart veluoja";"2014-10-14 08:02:20"
"141";"2";"4";"4";"";"2014-10-14 08:00:08"
"517";"2";"1";"2";"Labai stipriai veluoja";"2014-10-14 07:56:56"
"830";"5";"1";"4";"Ar sugebės 34 atvažiuot laiku nors kartą?! Vėlavo bent 7 minutėm.";"2014-10-14 07:28:37"
"059";"1";"3";"2";"vairuotajas labai nesaugiai vairavo, jo staigus stabdymai blaske i sonus stovincius keleivius";"2014-10-14 07:24:08"
"934";"3";"1";"3";"per anksti atvaziavo zmones vos spejo!!!";"2014-10-14 06:13:00"
"918";"5";"4";"5";"labai mandagus vairuotojas Daugiau tokiu";"2014-10-13 22:49:45"
"1526";"3";"4";"1";"reikia miestui daugiau naujų troleibusų...";"2014-10-13 21:01:43"
"982";"5";"5";"5";"Autobusas vaziuoja pagal tvarkarasti ir jame itin tylu :-D";"2014-10-13 19:53:06"
"1552";"4";"5";"5";"Puiki kelionė, kartais nevengiama Antakalnio duobių, šulinių.";"2014-10-13 19:15:22"
"234";"5";"4";"5";"Nu normoj taip, bet velavo bsk";"2014-10-13 18:33:33"
"234";"5";"5";"5";"";"2014-10-13 18:32:48"
"775";"5";"5";"5";"";"2014-10-13 17:44:29"
"921";"1";"1";"4";"Ne malkas vezioja. Ir laiku is ziedo isvaziuot galetu, o ne 3-5min veliau";"2014-10-13 16:18:28"
"1628";"3";"4";"2";"Troleibusas neišvalytas...";"2014-10-13 15:14:11"
"755";"5";"5";"5";"Gera vairuotoja. : )";"2014-10-13 15:09:32"
"3117712214";"3";"3";"3";"";"2014-10-13 15:00:56"
"945";"5";"5";"4";"Puikus, naujoviškas autobusas, puikus, tvarkingas vairuotojas, tvarkingas salonas.";"2014-10-13 14:44:58"
"5086";"3";"4";"5";"";"2014-10-13 13:52:49"
"477";"4";"3";"3";"";"2014-10-13 13:46:35"
"1662";"4";"2";"3";"Troleibisas velavo 15min.";"2014-10-13 11:52:48"
"1631";"3";"5";"4";"labai nervingai vairuoja, pazeidineja KET";"2014-10-13 09:15:20"
"511";"1";"5";"3";"";"2014-10-13 08:17:32"
"525";"2";"0";"0";"nemoka stabdyti. stabdo taip staigiai, kad vos neišsisukau rankos. ir taip daug kartų. teko laikytis iš visų jėgų, kad neužsimuščiau.";"2014-10-13 07:12:11"
"785";"5";"4";"5";"60 Maršrutas, veluoja 2min.";"2014-10-13 07:08:08"
"935";"5";"5";"5";"";"2014-10-12 17:30:09"
"710";"4";"2";"5";"pavelavo 5 minutem";"2014-10-12 17:16:57"
"976";"5";"5";"4";"";"2014-10-12 15:55:00"
"456";"5";"5";"4";"";"2014-10-12 11:42:56"
"751";"5";"5";"5";"Vairuotojui sustojus, kuomet fūra kliudė autobuso veidrodėlį, išlipo visi keleivei. Greit baigę aptarti ir apžiūrėti aitobusą abu pajudėjo. Vairuotojas susirinko išlipusius keleivius, kurie pėdino pėstute link kitos stotelės. Ačiū už supratingumą ir gerumą vairuotojui :-)";"2014-10-12 10:40:14"
"792";"5";"5";"3";"Autobuse neįtin malonus kvapas, smirda alumi. Vienas iš keleivių vartoja alkoholį.";"2014-10-11 20:33:25"
"1720";"4";"4";"3";"";"2014-10-11 19:16:25"
"2564";"4";"4";"3";"labai triuksmingas troleibusas, sunku susikalbeti, uzia variklis, tarta durys";"2014-10-11 14:58:50"
"5588888888";"4";"3";"4";"ok";"2014-10-11 14:48:04"
"6442535";"1";"5";"2";"?";"2014-10-11 14:45:06"
"1196556";"5";"3";"5";"test";"2014-10-11 13:55:09"
"940";"5";"5";"4";"kelione gera, autobusas lyg ir naujas, bet labai uzia";"2014-10-11 12:49:07"
"969";"5";"5";"5";"Labai geras vairuotojas ;) vairavimo kokybe labai auksta, vaziavimo stilius pasirenkamas pagal situacija ;) pagarba kitiems eismo dalyviams, palaukia atbeganciu veluojanciu keleiviu. Stoteles skelbiamos laiku :) 10 balu is 10";"2014-10-11 11:53:12"
"745";"5";"0";"5";"";"2014-10-11 11:42:09"
"1642";"4";"5";"1";"";"2014-10-11 10:57:52"
"742";"5";"3";"3";"";"2014-10-11 10:41:25"
"946";"5";"5";"5";"";"2014-10-11 09:07:09"
"123";"1";"1";"1";"";"2014-10-10 21:38:54"
"1705";"5";"5";"5";"";"2014-10-10 21:12:31"
"1666";"5";"3";"4";"";"2014-10-10 20:47:00"
"950";"5";"5";"5";"";"2014-10-10 19:30:06"
"227";"1";"5";"5";"Vairuotojas pazeidinejo keliu eismo taisykles: vaziavo pro raudona sviesa; neseke kelio, buvo uzsiemes pasaliniais veiksmais; vairuodamas naudojosi telefonu.";"2014-10-10 18:13:49"
"912";"4";"1";"4";"Veluoja 4 minutemis i pirma stotele, nors pries tai vairuotojas vaiksciojo aiksteleje, maciau";"2014-10-10 18:07:20"
"454";"4";"5";"3";"Nice";"2014-10-10 17:53:51"
"942";"4";"1";"3";"vėluoja 20min";"2014-10-10 17:21:29"
"374";"3";"1";"2";"eikit jus nahuj,  blee, pilnas autikas zmonju, gal daugiau 3g autiku padarisit .?";"2014-10-10 16:14:37"
"257";"5";"5";"3";"Mandagus vairuotojas";"2014-10-10 15:55:57"
"788";"5";"5";"5";"Vairuotojui kelia pastojo Toyota Kalvariju-Konstitucijos sankryzoj. Labai negraziai elgesi lengvojo automobilio vairuotojas, nes specialiai pagazaves stabde (pries ji buvo bent dvieju automobiliu tarpas) ir autobuso vairuotojas turejo staigiai stabdyti. Autobuso vairuotojas sauniai susitvarke su situacija ir nepasidave Toyotos vairuotojo provokacijai!";"2014-10-10 15:12:40"
"3577017628";"5";"5";"5";"";"2014-10-10 15:09:36"
"748";"5";"5";"3";"vidurines autobuso duris verkiant reikia sutept...";"2014-10-10 15:09:01"
"742";"4";"4";"2";"labai karsta, neveikia jokia vedinimo sistema";"2014-10-10 14:25:23"
"2125";"1";"4";"4";"Staigiai stabdo ir zmones kritineja, susizeidzia";"2014-10-10 13:34:50"
"939";"4";"5";"4";"Švarus, saugus ir ekologiškas";"2014-10-10 12:43:48"
"524";"1";"3";"3";"važiavom 10:02 iš Grigiškių, autobusas visą kelią barškėjo, dundėjo, kratėsi. teko sėdėti virš rato ir jame kažkas važiuojant visą laiką daužėsi. klaiki kelionė";"2014-10-10 11:18:39"
"591";"3";"0";"0";"Vairuotojas, nors ir trumpai, taciau vairavomo metu kalbejo telefonu. Bloga praktika..";"2014-10-10 10:45:47"
"815";"4";"3";"2";"";"2014-10-10 10:07:15"
"1458";"5";"3";"4";"";"2014-10-10 08:15:10"
"477";"4";"3";"3";"";"2014-10-10 06:39:03"
"1630";"5";"5";"5";"";"2014-10-10 06:34:50"
"776";"0";"1";"0";"5 . 20val visai neatvyko 4G autobusas į Gilužio st. žmonės nepatenkinti.";"2014-10-10 05:40:26"
"776";"0";"1";"0";"5.20 visai neatvyko 4G i gilužio st";"2014-10-10 05:35:26"
"791";"3";"0";"0";"Tarp stotelių (Žaliasis t. ir Europos a.) autobusas tiesiog sustojo (21.29 val.) vidury trasos ir pastovėjo";"2014-10-09 21:31:42"
"790";"1";"3";"3";"Labai trukciojo vaziuodamas i zieda del to pradejo pykinti";"2014-10-09 20:17:28"
"937";"5";"5";"5";"Labai gerai. Prašau saugoti tokius vairuotojus!";"2014-10-09 19:33:17"
"147";"4";"4";"2";"";"2014-10-09 19:26:49"
"1562";"4";"5";"4";"Vairuotoje neatidaro visu duru";"2014-10-09 18:48:49"
"805";"1";"2";"2";"autobusas bet negali pavaziot!!!";"2014-10-09 18:17:34"
"944";"1";"1";"1";"jeigu normalu tampyti vairuotojui nepilnamecius uz kapisonu vairuotojui uz neaisku ka, tada Vilnius toli ves. tikiuosi bus atsizvelgiama I vairuotoju kultura.";"2014-10-09 17:45:40"
"1597";"1";"5";"5";"Kažkoks labai neramios sielos ir kampuotų judesių vairuotojas...";"2014-10-09 17:42:35"
"2441";"4";"2";"1";"smirda";"2014-10-09 17:42:28"
"152";"5";"5";"2";"autobuso gale lubos kaip kokiais suodžiais padengtos, neplauta seniai";"2014-10-09 17:41:20"
"2665";"3";"5";"4";"Быстрее домой хочу";"2014-10-09 17:00:42"
"544";"3";"5";"4";"Stabdyt nemoka vairuotojas..";"2014-10-09 16:48:28"
"721";"5";"5";"4";"";"2014-10-09 16:06:04"
"520";"5";"4";"3";"";"2014-10-09 15:37:35"
"983";"5";"4";"5";"";"2014-10-09 15:33:21"
"825";"1";"1";"1";"";"2014-10-09 15:33:15"
